WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,736.8,192.8,21.21,112.5,1119,169.3,3004,26.4,4.15,15.3,0.236,0.0722,0.481,0,0,0,0,0,0,0.467,0.32,0.093,0.18,0.16,0,0,0,11.1,0.16,0.58,0.42,27.9
1993,365,720.7,192.8,19.34,82.27,547.4,159.2,1603,17.3,3.49,13.2,0.27,0.1,0.514,0,0,0,0,0,0,0.457,0.18,0.13,0.23,0.46,0,0,0,4.1,0.2,0.76,0.24,41.7
1994,365,244.5,91.91,0,27.91,230.9,86.72,533,7.28,2.87,4.25,0.447,0.201,0.83,59,41,0,0.16,0.11,0,0.155,0,0,0.17,0.67,0.16,100,0.273972602739726,3.03,0.39,0.58,0.42,33.6
1995,366,352.8,143.9,0,40.16,295.4,72.5,841.9,9.34,2.87,6.31,0.41,0.131,0.717,58,52,0,0.16,0.14,0,0.224,0,0.13,0.18,0.53,0.16,110,0.3013698630136986,3.03,0.31,0.68,0.32,37.8
1996,365,682.1,192.8,0,77.87,532.4,98.48,1719,16.8,3.24,12.7,0.288,0.0861,0.528,14,31,0,0.038,0.085,0,0.433,0.22,0.13,0.17,0.44,0.038,45,0.1232876712328767,4.1,0.19,0.76,0.24,40.6
1997,365,700.5,192.8,19.59,79.96,526.3,161.4,1600,16.6,3.21,12.7,0.265,0.0925,0.462,0,0,0,0,0,0,0.444,0.17,0.16,0.17,0.5,0,0,0,3.9,0.19,0.77,0.23,42.2
1998,365,839.1,192.8,20.15,95.79,903.7,142.5,3089,28.5,4.57,17.1,0.248,0.0702,0.535,0,0,0,0,0,0,0.532,0.35,0.093,0.16,0.4,0,0,0,11.4,0.16,0.6,0.4,29.4
1999,366,746.6,192.8,0,84.99,763.6,191.4,2771,24.1,4.3,14.7,0.268,0.0548,0.506,0,9,0,0,0.025,0,0.473,0.24,0.14,0.17,0.45,0,9,0.024657534246575342,9.4,0.18,0.61,0.39,31
2000,365,849.8,192.8,0,97.01,1115,190.6,3569,35.2,5.13,18.2,0.241,0.0576,0.509,0,11,0,0,0.03,0,0.539,0.36,0.12,0.2,0.32,0,11,0.030136986301369864,17,0.15,0.52,0.48,24.1
2001,365,644.8,192.8,19.23,73.61,458.7,158.6,1273,14.5,3.19,11.3,0.274,0.112,0.477,0,0,0,0,0,0,0.409,0.1,0.17,0.22,0.51,0,0,0,3.2,0.22,0.78,0.22,44.5
2002,365,738.6,192.8,17.86,84.31,721.1,132.1,2835,22.7,4.2,14.4,0.273,0.0523,0.516,0,0,0,0,0,0,0.468,0.22,0.16,0.21,0.42,0,0,0,8.3,0.19,0.63,0.37,32.5
2003,366,783.4,192.8,25.98,89.19,1117,211.4,4503,35.3,5.08,16.8,0.26,0.0484,0.516,0,0,0,0,0,0,0.497,0.33,0.1,0.17,0.41,0,0,0,18.5,0.14,0.48,0.52,22.2
2004,365,576,192.8,0,65.76,419.5,140.6,1339,13.2,3.11,10.1,0.292,0.0953,0.512,0,5,0,0,0.014,0,0.365,0.077,0.088,0.31,0.53,0,5,0.0136986301369863,3.1,0.24,0.77,0.23,43.6
2005,365,737.7,192.8,0,84.21,649.3,108,1989,20.5,3.66,14.2,0.277,0.0735,0.522,0,12,0,0,0.033,0,0.468,0.24,0.12,0.19,0.45,0,12,0.03287671232876712,6.3,0.18,0.69,0.31,36
2006,365,844.4,192.8,0,96.39,1114,181.9,3143,35.1,5.07,18.2,0.244,0.0601,0.504,0,7,0,0,0.019,0,0.536,0.37,0.099,0.17,0.36,0,7,0.019178082191780823,16.9,0.14,0.52,0.48,24.1
2007,366,806,192.8,0,91.76,755,198,2191,23.9,3.87,15.8,0.25,0.0761,0.494,0,3,0,0,0.0082,0,0.511,0.28,0.13,0.2,0.39,0,3,0.00821917808219178,8.1,0.16,0.66,0.34,33.7
2008,365,763,192.8,19.87,87.1,745.2,162.5,2700,23.5,4.01,14.8,0.254,0.0552,0.501,0,0,0,0,0,0,0.484,0.23,0.14,0.22,0.41,0,0,0,8.7,0.17,0.63,0.37,32.5
2009,365,842.9,192.8,0,96.23,1231,187.6,3698,38.8,5.48,18.6,0.238,0.0586,0.517,0,12,0,0,0.033,0,0.535,0.37,0.11,0.23,0.28,0,12,0.03287671232876712,20.2,0.14,0.48,0.52,21.7
2010,365,901.9,192.8,24.47,103,1143,219.3,3442,36,5.35,19.2,0.25,0.063,0.536,0,0,0,0,0,0,0.572,0.4,0.1,0.17,0.33,0,0,0,16.8,0.15,0.53,0.47,25.1
2011,366,730.2,192.8,0,83.13,530.7,162.7,1497,16.8,3.2,13.2,0.252,0.0989,0.485,0,6,0,0,0.016,0,0.463,0.16,0.17,0.27,0.39,0,6,0.01643835616438356,3.6,0.19,0.79,0.21,43.5
2012,365,795.1,192.8,0,90.77,755.4,138.4,2669,23.8,3.99,15.6,0.258,0.0746,0.555,0,2,0,0,0.0055,0,0.504,0.3,0.11,0.14,0.45,0,2,0.005479452054794521,8.2,0.17,0.66,0.34,33.4
2013,365,864,192.8,20.99,98.63,896.8,167.9,2716,28.3,4.73,17.4,0.255,0.08,0.535,0,0,0,0,0,0,0.548,0.37,0.099,0.16,0.37,0,0,0,10.9,0.17,0.61,0.39,30.5
2014,365,815.9,192.8,0,93.14,675.5,181.3,1901,21.3,3.96,15.6,0.268,0.0779,0.555,0,13,0,0,0.036,0,0.517,0.3,0.1,0.17,0.43,0,13,0.03561643835616438,5.7,0.19,0.73,0.27,38.3
2015,366,807.2,192.8,20.1,91.89,752.9,163.8,2347,23.8,4.05,15.7,0.25,0.0858,0.522,0,0,0,0,0,0,0.512,0.28,0.1,0.21,0.41,0,0,0,8.1,0.17,0.66,0.34,33.9
2016,365,813.8,192.8,0,92.9,1119,170.9,3893,35.3,5.16,17.6,0.242,0.0498,0.52,0,10,0,0,0.027,0,0.516,0.34,0.11,0.22,0.33,0,10,0.0273972602739726,17.7,0.15,0.5,0.5,23.1
2017,365,872.9,192.8,27.08,99.65,1147,231.6,3676,36.2,5.29,18.6,0.237,0.0626,0.474,0,0,0,0,0,0,0.554,0.37,0.099,0.25,0.28,0,0,0,17.6,0.15,0.51,0.49,24.1
2018,365,607.7,144.6,0,69.38,432.8,135.9,882.8,13.6,3.15,10.5,0.287,0.117,0.53,0,8,0,0,0.022,0,0.385,0,0.29,0.18,0.54,0,8,0.021917808219178082,3.1,0.23,0.77,0.23,44.7
2019,366,783.3,192.8,0,89.17,1112,108.9,4099,35.2,5.02,17.2,0.259,0.0604,0.504,0,19,0,0,0.052,0,0.497,0.36,0.088,0.17,0.39,0,19,0.052054794520547946,18,0.14,0.49,0.51,22.3
2020,365,926.8,192.8,24.18,105.8,1041,204.6,2839,32.8,5.21,19.2,0.253,0.0758,0.535,0,0,0,0,0,0,0.588,0.4,0.11,0.17,0.32,0,0,0,13.6,0.16,0.59,0.41,28.3
2021,365,828.4,192.8,25.31,94.57,851.2,215,2803,26.8,4.63,16.5,0.259,0.0612,0.546,0,0,0,0,0,0,0.525,0.3,0.099,0.22,0.38,0,0,0,10.3,0.17,0.62,0.38,30.9
2022,92,78.99,69.24,0,35.77,255.1,201.6,395.2,2.03,0.692,1.34,0.358,0.18,0.481,0,6,0,0,0.016,0,0.0501,0,0,0.058,0.19,0,6,0.01643835616438356,0.69,0.34,0.66,0.34,38.9
