WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,308.3,138.6,0,47.05,341.1,91.48,809.6,8.05,2.44,5.54,0.388,0.154,0.798,24,69,0,0.066,0.19,0,0.196,0,0.12,0.17,0.39,0.066,93,0.2547945205479452,2.51,0.3,0.69,0.31,38.3
1993,365,157.8,73.68,0,18.01,184.5,50.88,447.5,5.82,2.84,2.76,0.574,0.239,1,132,168,0,0.36,0.46,0,0.1,0,0,0.12,0.52,0.36,300,0.821917808219178,3.06,0.49,0.47,0.53,27.1
1994,365,1.435,15.46,0,0.1638,94.81,24.93,190.8,2.99,2.42,0.212,0.852,0.547,1,326,361,0,0.89,0.99,0,0.00091,0,0,0,0.11,0.89,687,1.8821917808219177,2.778,0.81,0.071,0.93,0.48
1995,366,23.57,30.12,0,2.683,103.9,18.87,242.9,3.29,2.51,0.644,0.854,0.442,1,282,322,0,0.77,0.88,0,0.0149,0,0,0,0.23,0.77,604,1.6547945205479453,2.646,0.76,0.2,0.8,7.16
1996,365,118,62.64,0,13.47,162.1,22.91,415,5.11,2.75,2.1,0.685,0.301,1,206,235,0,0.56,0.64,0,0.0749,0,0,0.055,0.38,0.56,441,1.2082191780821918,3.01,0.54,0.41,0.59,23.1
1997,365,100.5,56.12,0,11.47,156.9,53.6,384.6,4.95,2.84,1.81,0.679,0.325,1,208,239,0,0.57,0.65,0,0.0637,0,0,0.049,0.38,0.57,447,1.2246575342465753,3.14,0.57,0.37,0.63,20.3
1998,365,284.5,141.8,0,32.48,259.2,42.95,829.4,8.17,2.85,5.11,0.511,0.151,1,117,165,0,0.32,0.45,0,0.18,0,0.099,0.16,0.42,0.32,282,0.7726027397260274,3.06,0.35,0.63,0.37,34.8
1999,366,259.9,144.6,0,29.58,256.5,77.27,848.6,8.11,2.87,4.94,0.461,0.147,0.73,95,176,0,0.26,0.48,0,0.165,0,0.096,0.12,0.53,0.26,271,0.7424657534246575,3.17,0.35,0.61,0.39,32
2000,365,493.8,179.8,0,56.37,374.7,85.47,1074,11.8,2.87,8.76,0.347,0.103,0.608,55,69,0,0.15,0.19,0,0.313,0.12,0.09,0.18,0.47,0.15,124,0.33972602739726027,3.04,0.24,0.74,0.26,41.8
2001,365,144.7,44.59,0,16.52,176.3,57.59,345.2,5.56,2.85,2.62,0.559,0.303,1,91,129,0,0.25,0.35,0,0.0918,0,0,0,0.75,0.25,220,0.6027397260273972,2.94,0.51,0.47,0.53,26
2002,365,247.7,139.2,0,28.27,241.6,53.85,815.4,7.62,2.87,4.57,0.512,0.154,0.966,104,164,0,0.28,0.45,0,0.157,0,0.071,0.13,0.52,0.28,268,0.7342465753424657,3.05,0.38,0.6,0.4,32.5
2003,366,563.8,192.8,0,64.19,459.7,107.4,1648,14.5,3.12,10.5,0.315,0.0777,0.482,0,29,0,0,0.079,0,0.358,0.14,0.096,0.16,0.6,0,29,0.07945205479452055,4,0.22,0.72,0.28,38.9
2004,365,110.7,41.16,0,12.64,163.8,46.07,307.3,5.16,2.81,2.23,0.598,0.306,1,119,175,0,0.33,0.48,0,0.0702,0,0,0,0.67,0.33,294,0.8054794520547945,2.93,0.54,0.43,0.57,21.5
2005,365,160.2,75.9,0,18.29,193.2,36.17,476.6,6.09,2.83,3.02,0.589,0.235,1,144,204,0,0.39,0.56,0,0.102,0,0,0.16,0.45,0.39,348,0.9534246575342465,3.07,0.46,0.5,0.5,26.3
2006,365,504.2,159.4,0,57.56,377.5,66.96,942.8,11.9,2.87,8.86,0.362,0.118,0.777,70,76,0,0.19,0.21,0,0.32,0.058,0.19,0.16,0.39,0.19,146,0.4,3.04,0.24,0.74,0.26,42.4
2007,366,402.5,123,0,45.82,313.7,109.4,700.5,9.92,2.87,7,0.35,0.128,0.658,13,48,0,0.036,0.13,0,0.255,0,0.15,0.21,0.61,0.036,61,0.16712328767123288,2.92,0.29,0.71,0.29,40.6
2008,365,287,111.5,0,32.76,257.8,96.78,664.2,8.13,2.87,5.14,0.405,0.188,0.645,32,91,0,0.088,0.25,0,0.182,0,0.052,0.18,0.68,0.088,123,0.336986301369863,2.99,0.35,0.63,0.37,35.3
2009,365,549.9,186.9,0,62.77,409,96.78,1128,12.9,2.91,9.95,0.32,0.0988,0.553,9,42,0,0.025,0.12,0,0.349,0.16,0.085,0.15,0.58,0.025,51,0.13972602739726028,2.95,0.23,0.77,0.23,42.6
2010,365,450.6,162.6,0,51.44,346.6,99.24,961.6,10.9,2.87,8.01,0.348,0.13,0.726,18,59,0,0.049,0.16,0,0.286,0.038,0.17,0.16,0.58,0.049,77,0.21095890410958903,2.89,0.26,0.73,0.27,41.3
2011,366,100,41.41,0,11.39,156.4,41.8,306.2,4.95,2.79,1.88,0.631,0.358,1,168,210,0,0.46,0.58,0,0.0634,0,0,0,0.54,0.46,378,1.0356164383561643,3.07,0.56,0.38,0.62,20.2
2012,365,195.6,116.3,0,22.33,207.2,41.19,687.7,6.53,2.84,3.51,0.605,0.174,1,153,196,0,0.42,0.54,0,0.124,0,0.049,0.12,0.41,0.42,349,0.9561643835616438,3.02,0.43,0.54,0.46,30
2013,365,250.8,108.7,0,28.63,238.9,54.22,651.4,7.53,2.87,4.45,0.516,0.192,1,120,160,0,0.33,0.44,0,0.159,0,0.055,0.17,0.45,0.33,280,0.7671232876712328,3.08,0.38,0.59,0.41,33.3
2014,365,187.7,77.14,0,21.43,207.1,61.43,482,6.53,2.86,3.43,0.533,0.259,1,123,182,0,0.34,0.5,0,0.119,0,0,0.16,0.5,0.34,305,0.8356164383561644,3.1,0.44,0.53,0.47,28.7
2015,366,201.5,96.4,0,22.94,218,52.1,595.8,6.89,2.87,3.78,0.552,0.189,0.998,132,202,0,0.36,0.55,0,0.128,0,0,0.19,0.45,0.36,334,0.915068493150685,3.11,0.42,0.55,0.45,29.2
2016,365,502.9,192.8,0,57.4,389.1,57.43,1309,12.3,3,9.08,0.388,0.0856,0.905,72,86,0,0.2,0.24,0,0.319,0.1,0.13,0.14,0.43,0.2,158,0.4328767123287671,3.22,0.24,0.74,0.26,40.9
2017,365,574.3,187.9,19.7,65.56,413.8,141.1,1132,13,2.99,10.1,0.292,0.11,0.434,0,0,0,0,0,0,0.364,0.1,0.14,0.16,0.59,0,0,0,2.9,0.23,0.78,0.22,44.2
2018,365,146.4,38.38,0,16.72,172.9,47.47,278.9,5.45,2.82,2.53,0.575,0.316,1,108,134,0,0.3,0.37,0,0.0929,0,0,0,0.7,0.3,242,0.663013698630137,2.92,0.52,0.46,0.54,26.9
2019,366,429.2,192.8,0,48.86,350,41.85,1292,11.1,2.85,8,0.462,0.0968,1,102,141,0,0.28,0.39,0,0.272,0.096,0.096,0.16,0.37,0.28,243,0.6657534246575343,3.1,0.26,0.72,0.28,38.7
2020,365,381.2,128.8,0,43.52,310.6,88.98,753.4,9.8,2.87,6.79,0.375,0.152,0.809,42,103,0,0.12,0.28,0,0.242,0,0.16,0.19,0.54,0.12,145,0.3972602739726027,3.01,0.29,0.69,0.31,38.9
2021,365,280,131.3,0,31.97,263.1,81.05,782.8,8.3,2.87,5.19,0.444,0.163,0.888,78,150,0,0.21,0.41,0,0.178,0,0.096,0.16,0.53,0.21,228,0.6246575342465753,3.11,0.35,0.63,0.37,33.7
2022,92,15.05,19.91,0,6.816,106.1,72.85,149.1,0.843,0.427,0.329,0.533,0.392,0.714,38,55,0,0.1,0.15,0,0.00954,0,0,0,0.15,0.1,93,0.2547945205479452,0.514,0.51,0.39,0.61,17.9
