Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,921.2,31.5,0.584,0.44,45.1,0.414
0.01,912.4,31,0.579,0.419,45.1,0.387
0.02,903.5,30.5,0.573,0.398,45.1,0.359
0.03,894.6,30.1,0.568,0.377,45.1,0.332
0.04,884.5,29.7,0.561,0.354,45,0.294
0.05,873.8,29.3,0.554,0.33,44.9,0.251
0.06,863.1,28.9,0.548,0.306,44.7,0.207
0.07,855.4,28.7,0.543,0.289,44.6,0.177
0.08,854.1,28.6,0.542,0.286,44.5,0.175
0.09,852.8,28.5,0.541,0.283,44.4,0.172
0.1,851.4,28.4,0.54,0.28,44.3,0.17
0.11,850.5,28.3,0.539,0.28,44.1,0.158
0.12,849.7,28.2,0.539,0.28,43.9,0.145
0.13,848.8,28,0.538,0.28,43.7,0.133
0.14,847.4,27.8,0.537,0.274,43.5,0.128
0.15,845.9,27.6,0.536,0.265,43.5,0.127
0.16,844.3,27.4,0.536,0.256,43.4,0.127
0.17,843,27.2,0.535,0.247,43.3,0.125
0.18,842.5,27.1,0.535,0.238,43.1,0.124
0.19,841.9,27.1,0.534,0.229,43,0.122
0.2,841.4,27,0.534,0.22,42.9,0.121
0.21,828.9,26.9,0.526,0.22,42.8,0.102
0.22,816.4,26.7,0.518,0.22,42.8,0.0844
0.23,804,26.6,0.51,0.22,42.7,0.0663
0.24,798.6,26.3,0.506,0.22,42.4,0.057
0.25,796.7,26.1,0.505,0.22,42,0.0521
0.26,794.8,25.8,0.504,0.22,41.7,0.0471
0.27,793.3,25.3,0.503,0.22,41.3,0.0425
0.28,792.3,24.6,0.502,0.22,41,0.0384
0.29,791.4,23.8,0.502,0.22,40.7,0.0342
0.3,790.4,23.1,0.501,0.22,40.4,0.0301
0.31,788.5,23,0.5,0.217,40.3,0.0293
0.32,786.7,22.8,0.499,0.214,40.2,0.0285
0.33,784.8,22.6,0.497,0.211,40,0.0277
0.34,781.4,22.5,0.495,0.208,40,0.0268
0.35,777.3,22.3,0.493,0.205,40,0.026
0.36,773.2,22,0.491,0.202,39.9,0.0252
0.37,770.1,21.8,0.489,0.2,39.8,0.0244
0.38,769.3,21.5,0.488,0.2,39.5,0.0236
0.39,768.4,21.1,0.488,0.2,39.2,0.0227
0.4,767.6,20.8,0.487,0.2,38.9,0.0219
0.41,763.3,20.5,0.484,0.197,38.9,0.0219
0.42,759,20.2,0.482,0.194,38.9,0.0219
0.43,754.6,19.9,0.479,0.191,38.9,0.0219
0.44,751.8,19.8,0.477,0.19,38.7,0.0219
0.45,749.7,19.7,0.475,0.19,38.5,0.0219
0.46,747.6,19.6,0.474,0.19,38.3,0.0219
0.47,746.2,19.6,0.473,0.189,38.1,0.0216
0.48,746.2,19.4,0.473,0.186,37.9,0.0208
0.49,746.1,19.3,0.473,0.183,37.8,0.02
0.5,746.1,19.2,0.473,0.18,37.7,0.0192
0.51,744.1,19,0.472,0.18,37.5,0.0159
0.52,742.2,18.9,0.471,0.18,37.2,0.0126
0.53,740.3,18.8,0.469,0.18,37,0.00932
0.54,731.3,18.5,0.464,0.178,36.8,0.00658
0.55,718.8,18.1,0.456,0.175,36.6,0.00411
0.56,706.3,17.7,0.448,0.172,36.5,0.00164
0.57,696.4,17.4,0.442,0.17,36.4,0
0.58,691.4,17.1,0.439,0.17,36.3,0
0.59,686.5,16.7,0.435,0.17,36.2,0
0.6,681.6,16.4,0.432,0.17,36.1,0
0.61,676.9,16.3,0.429,0.17,35.9,0
0.62,672.2,16.2,0.426,0.17,35.7,0
0.63,667.5,16.1,0.423,0.17,35.5,0
0.64,662.2,15.9,0.42,0.17,34.9,0
0.65,656.8,15.6,0.416,0.17,34.3,0
0.66,651.3,15.3,0.413,0.17,33.6,0
0.67,647.3,15,0.411,0.17,33.1,0
0.68,646.4,14.9,0.41,0.17,33,0
0.69,645.5,14.7,0.41,0.17,33,0
0.7,644.6,14.5,0.409,0.17,32.9,0
0.71,636.8,14.4,0.404,0.17,32.5,0
0.72,629,14.4,0.399,0.17,32.2,0
0.73,621.2,14.3,0.394,0.17,31.8,0
0.74,612.7,14.1,0.388,0.17,31.5,0
0.75,603.9,13.8,0.383,0.17,31.3,0
0.76,595,13.5,0.378,0.17,31,0
0.77,588.2,13.3,0.373,0.169,30.7,0
0.78,585.3,13.3,0.372,0.166,30.4,0
0.79,582.5,13.2,0.37,0.163,30.2,0
0.8,579.7,13.2,0.368,0.16,29.9,0
0.81,568.3,13,0.361,0.16,29.9,0
0.82,556.9,12.8,0.354,0.16,29.9,0
0.83,545.5,12.6,0.346,0.16,29.9,0
0.84,520.7,12.2,0.331,0.16,29.9,0
0.85,489.2,11.7,0.311,0.16,29.9,0
0.86,457.7,11.1,0.29,0.16,29.8,0
0.87,435.5,10.8,0.276,0.16,29.8,0
0.88,431.8,10.7,0.274,0.16,29.6,0
0.89,428.2,10.7,0.271,0.16,29.5,0
0.9,424.5,10.6,0.269,0.16,29.4,0
0.91,373.8,9.74,0.237,0.16,29.4,0
0.92,323.1,8.88,0.205,0.16,29.4,0
0.93,272.4,8.02,0.173,0.16,29.4,0
0.94,244.3,7.48,0.155,0.16,29.2,0
0.95,227.6,7.11,0.145,0.16,28.8,0
0.96,210.9,6.74,0.134,0.16,28.4,0
0.97,187.7,6.02,0.119,0.16,28.1,0
0.98,151.7,4.61,0.0964,0.16,27.6,0
0.99,115.7,3.21,0.0735,0.16,27.1,0
1,79.72,1.8,0.0506,0.16,26.7,0
