Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,436.5,194.7,936.2,114000,20300,56050,153.2,27.29,75.34,0.21,0.8,0.2,0,0,0,0.42,47.6
2,5,864.3,262.2,1847,124600,26710,89810,185.3,39.75,132.6,0.15,0.82,0.18,0,0,0,0.74,44.9
3,6,1604,534.1,3052,139400,66960,119300,187.4,90,160.4,0.12,0.66,0.34,0,0,0,0.89,32.4
4,7,2564,576.8,4625,132000,68630,107400,183.4,95.32,149.1,0.09,0.49,0.51,0,0,0,0.83,21.5
5,8,2064,392.9,3771,134800,39830,111600,181.2,53.54,150,0.15,0.56,0.44,0,0,0,0.83,25.8
6,9,1089,255.6,2052,127400,21880,100700,177,30.39,139.9,0.21,0.72,0.28,0,0,0,0.78,38.2
7,10,613.9,192.2,951.2,99790,3869,64500,134.1,5.201,86.69,0.33,0.68,0.32,0,0.026,0,0.48,38.6
8,11,405.5,149.1,587.4,60180,0,38540,80.88,0,51.8,0.41,0.59,0.41,0.011,0.056,0,0.29,34.4
9,12,280.2,111.1,396.2,39110,0,25580,54.32,0,35.53,0.43,0.57,0.43,0.027,0.056,0,0.2,34.2
10,1,212.9,89.69,288.7,29890,0,19830,40.17,0,26.66,0.41,0.57,0.43,0.033,0.085,0,0.15,34
11,2,207.8,107.1,267.6,26880,4151,21030,37.33,5.765,29.21,0.36,0.63,0.37,0.014,0.027,0,0.16,38.8
12,3,260,143.7,399.2,50290,13980,32200,67.59,18.78,43.28,0.26,0.74,0.26,0,0,0,0.24,45.9
