Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,3810,192,142000,25.6,1100,25.4,0.938,1.87,0.69,0.88,1,50.4,1
0.01,3460,191,137000,25.6,1100,25.4,0.936,1.87,0.555,0.88,0.71,50,0.93
0.02,3140,186,135000,25.6,1100,25.4,0.936,1.87,0.48,0.87,0.678,50,0.572
0.03,2890,182,134000,25.6,1100,25.4,0.935,1.87,0.462,0.87,0.65,49.7,0.419
0.04,2670,180,133000,25.6,1100,25.4,0.935,1.87,0.46,0.86,0.626,49.5,0.323
0.05,2560,179,132000,25.6,1100,25.4,0.935,1.87,0.451,0.86,0.591,49.1,0.2
0.06,2480,177,131000,25.5,1100,25.4,0.935,1.87,0.45,0.86,0.59,48.8,0.0667
0.07,2400,177,130000,25.5,1100,25.4,0.935,1.87,0.44,0.85,0.56,48.7,0
0.08,2250,177,127000,25.5,1100,25.4,0.935,1.87,0.44,0.85,0.56,48.2,0
0.09,2160,175,126000,25.5,1100,25.3,0.934,1.87,0.437,0.847,0.527,48,0
0.1,2100,174,125000,25.5,1100,25.3,0.934,1.87,0.43,0.84,0.501,47.8,0
0.11,1970,172,123000,25.5,1100,25.3,0.934,1.87,0.43,0.84,0.5,47.5,0
0.12,1850,171,122000,25.5,1100,25.3,0.934,1.86,0.429,0.83,0.48,47.4,0
0.13,1800,169,122000,25.5,1100,25.3,0.934,1.85,0.42,0.83,0.473,47.2,0
0.14,1740,167,120000,25.5,1100,25.3,0.934,1.83,0.42,0.82,0.46,47.2,0
0.15,1570,166,120000,25.5,1100,25.3,0.933,1.79,0.42,0.81,0.46,47.1,0
0.16,1500,165,119000,25.5,1090,25.3,0.933,1.77,0.416,0.81,0.45,46.9,0
0.17,1430,164,119000,25.5,1070,25.2,0.933,1.72,0.41,0.81,0.45,46.8,0
0.18,1400,162,118000,25.5,1030,25.2,0.933,1.63,0.41,0.8,0.44,46.6,0
0.19,1370,160,117000,25.4,1020,25.2,0.933,1.58,0.4,0.8,0.44,46.3,0
0.2,1340,158,115000,25.4,1010,25.2,0.933,1.55,0.4,0.79,0.44,46,0
0.21,1300,157,114000,25.4,994,25.1,0.933,1.51,0.39,0.79,0.43,45.9,0
0.22,1200,156,113000,25.4,969,25.1,0.933,1.43,0.39,0.79,0.43,45.6,0
0.23,1160,155,111000,25.4,915,25.1,0.932,1.33,0.39,0.78,0.43,45.2,0
0.24,1110,153,110000,25.4,895,25.1,0.932,1.28,0.38,0.78,0.42,44.8,0
0.25,1070,150,109000,25.3,874,25.1,0.932,1.19,0.38,0.78,0.42,44.6,0
