Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,328.6,153.2,663.3,85320,10350,40930,114.7,13.91,55.02,0.26,0.74,0.26,0.0065,0.0054,0,0.31,45.2
2,5,667.8,216.4,1478,122800,16270,73000,182.8,24.21,107.8,0.17,0.81,0.19,0,0.0071,0,0.6,46
3,6,1074,343.7,2119,139600,38590,107600,187.6,51.86,144.7,0.15,0.77,0.23,0,0,0,0.8,40.9
4,7,1205,302.1,2289,138600,28340,107500,192.4,39.35,149.4,0.15,0.73,0.27,0,0,0,0.83,38.1
5,8,820,204.3,1461,134400,4736,89200,180.6,6.366,119.9,0.25,0.73,0.27,0.014,0.0075,0,0.67,40
6,9,498.8,152.3,795.7,91480,0,55320,127.1,0,76.83,0.31,0.69,0.31,0.032,0.03,0,0.43,40
7,10,343.3,124.2,520.3,55220,0,33740,74.22,0,45.36,0.41,0.59,0.41,0.056,0.09,0,0.25,33.4
8,11,246.5,98.24,360.7,33600,0,19760,45.16,0,26.57,0.48,0.5,0.5,0.11,0.19,0,0.15,26
9,12,176.2,68.69,262,23140,0,13380,32.14,0,18.58,0.5,0.46,0.54,0.19,0.09,0,0.1,25.9
10,1,143,56.62,213.3,19710,0,11760,26.5,0,15.8,0.45,0.51,0.49,0.16,0.11,0,0.088,27.5
11,2,154,79.55,225.3,22800,0,15110,31.67,0,20.98,0.36,0.61,0.39,0.086,0.072,0,0.12,35.3
12,3,195.7,114.2,273.2,35500,0,22360,47.72,0,30.05,0.32,0.68,0.32,0.0065,0.043,0,0.17,41.2
