month,1.00,0.99,0.98,0.97,0.96,0.95,0.94,0.93,0.92,0.91,0.90,0.89,0.88,0.87,0.86,0.85,0.84,0.83,0.82,0.81,0.80,0.79,0.78,0.77,0.76,0.75,0.74,0.73,0.72,0.71,0.70,0.69,0.68,0.67,0.66,0.65,0.64,0.63,0.62,0.61,0.60,0.59,0.58,0.57,0.56,0.55,0.54,0.53,0.52,0.51,0.50,0.49,0.48,0.47,0.46,0.45,0.44,0.43,0.42,0.41,0.40,0.39,0.38,0.37,0.36,0.35,0.34,0.33,0.32,0.31,0.30,0.29,0.28,0.27,0.26,0.25,0.24,0.23,0.22,0.21,0.20,0.19,0.18,0.17,0.16,0.15,0.14,0.13,0.12,0.11,0.10,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.00
1,80974,80060,79146,78233,75241,70563,65884,61672,61515,61357,61200,61071,60957,60843,60522,59409,58296,57183,56507,55970,55434,54679,53438,52198,50958,50396,49942,49488,48931,48226,47521,46816,46743,46693,46642,45958,44682,43406,42191,41795,41400,41004,40804,40723,40643,40474,39884,39294,38705,38403,38210,38018,37777,37408,37038,36669,36365,36076,35786,35519,35288,35058,34828,34425,34009,33593,33340,33261,33182,33078,32294,31510,30725,30394,30384,30373,30343,30195,30048,29900,29750,29600,29450,29115,28202,27289,26376,26005,25776,25546,25233,24760,24288,23816,22487,21060,19632,17949,15952,13955,11958
2,120160,120090,120020,119950,119740,119420,119100,118670,117300,115920,114540,114000,113890,113770,113620,113320,113010,112700,111890,110910,109940,108900,107700,106500,105300,105040,104920,104800,104150,102730,101310,99891,97746,95575,93404,91937,91128,90319,89515,88773,88031,87289,86839,86566,86293,85755,83946,82137,80328,79276,78511,77746,77049,76530,76011,75492,75070,74669,74267,73865,73462,73059,72655,72260,71866,71471,71028,70531,70034,69510,68219,66927,65635,64550,63611,62672,61861,61858,61854,61850,61545,61105,60665,59913,58181,56449,54717,53483,52378,51274,50338,49722,49105,48489,44795,40745,36695,32833,29202,25570,21939
3,141710,140650,139600,138540,137910,137610,137320,137050,136970,136890,136820,136670,136500,136320,136110,135790,135470,135150,134780,134390,134000,133700,133610,133520,133430,133410,133400,133390,133360,133300,133240,133180,133090,133000,132910,132390,131460,130530,129640,129380,129120,128850,128140,127160,126180,125350,125240,125120,125010,124500,123830,123160,122490,121830,121160,120500,119690,118840,117990,117370,117100,116830,116560,116410,116270,116120,116010,115930,115850,115750,115310,114870,114430,113630,112570,111520,110540,110080,109610,109150,106280,102340,98395,95311,94931,94550,94170,91366,87930,84494,81276,78475,75673,72872,70609,68409,66208,63131,58974,54817,50660
4,138690,138370,138050,137730,136910,135690,134480,133370,133210,133050,132900,132730,132560,132390,132050,131100,130140,129180,128380,127640,126890,126240,125800,125350,124910,123810,122610,121410,120600,120340,120090,119830,119760,119700,119640,119580,119510,119450,119350,118790,118240,117690,117420,117320,117230,117100,116830,116560,116290,116150,116060,115980,115600,114440,113280,112120,111360,110700,110030,109500,109220,108930,108640,108450,108280,108100,107880,107610,107340,107030,105670,104310,102950,102350,102270,102190,102110,102000,101880,101770,101510,101190,100860,100490,99975,99456,98938,96630,93855,91080,89146,88811,88476,88142,87449,86715,85981,80562,69376,58190,47004
5,135060,135010,134970,134920,134700,134330,133960,133620,133590,133560,133530,133430,133300,133180,132990,132560,132130,131710,131480,131320,131160,131010,130880,130750,130620,130220,129780,129340,129000,128810,128610,128410,128090,127770,127440,127280,127270,127250,127210,126720,126230,125730,125150,124510,123870,123310,123090,122880,122670,122330,121940,121550,121200,120940,120670,120400,120260,120140,120020,119870,119680,119490,119300,119010,118720,118430,118010,117470,116920,116370,115820,115260,114700,112570,109330,106090,102910,100190,97457,94728,93353,92587,91821,90594,87919,85244,82569,79715,76813,73911,71007,68100,65192,62284,58240,54065,49890,44594,37920,31246,24572
6,120920,120740,120560,120380,120130,119820,119500,119170,118660,118150,117650,116560,115150,113750,112590,112360,112130,111900,111550,111180,110800,110480,110290,110100,109910,109860,109820,109790,109700,109540,109380,109220,107000,104700,102390,100900,100170,99441,98736,98393,98049,97706,96639,95130,93621,92211,91273,90335,89396,88737,88184,87631,87143,86825,86508,86190,85836,85475,85114,84242,82533,80823,79114,78721,78424,78128,77733,77233,76732,76157,73500,70842,68184,66318,65011,63705,62202,59476,56750,54024,52663,51916,51170,50360,49351,48342,47333,46111,44834,43556,42128,40412,38696,36980,34761,32484,30206,26097,19731,13366,7001.4
7,75531,75283,75035,74788,74424,73966,73508,73003,72084,71165,70246,69747,69468,69189,68748,67687,66626,65565,65211,65082,64954,64782,64514,64246,63979,63516,63022,62528,62091,61736,61380,61025,60775,60530,60284,59542,58336,57131,56008,55998,55988,55977,55901,55784,55667,55478,54942,54406,53871,53145,52347,51549,50970,50966,50962,50958,50917,50869,50821,50733,50582,50432,50281,50188,50100,50012,49718,49203,48689,48129,46298,44468,42638,41877,41871,41865,41595,39671,37747,35823,34957,34567,34177,33591,32386,31182,29978,29296,28749,28202,27388,26065,24741,23418,22244,21088,19931,16785,11190,5595.1,0
8,45014,44603,44193,43782,43505,43335,43166,42931,42128,41326,40523,40194,40114,40034,39892,39506,39121,38736,38563,38459,38354,38209,37972,37736,37499,37337,37187,37038,36924,36861,36798,36735,36531,36321,36111,35936,35792,35649,35487,35068,34648,34229,33987,33854,33720,33599,33534,33469,33404,33207,32960,32712,32512,32433,32355,32277,32088,31876,31664,31379,30975,30571,30167,30012,29875,29738,29646,29602,29558,29515,29482,29450,29417,29325,29190,29055,28720,27137,25553,23969,23359,23186,23013,21991,18299,14607,10916,9986.7,9778.7,9570.6,8734.2,6703.9,4673.6,2643.4,1800.7,1095,389.33,0,0,0,0
9,29274,28824,28373,27923,27665,27563,27461,27332,26965,26598,26231,26103,26102,26100,26094,26072,26050,26028,25959,25875,25791,25730,25719,25709,25699,25649,25593,25536,25490,25458,25426,25394,25222,25045,24868,24599,24244,23888,23551,23448,23345,23243,23152,23070,22987,22881,22664,22447,22230,22065,21920,21774,21628,21478,21328,21178,21110,21060,21009,20972,20960,20947,20934,20756,20566,20375,20180,19979,19779,19575,19297,19018,18739,18209,17501,16792,16170,16082,15995,15908,15793,15665,15537,15122,13805,12489,11173,10430,9836.7,9243.4,8385.4,7024.6,5663.8,4303,3629.1,3034.5,2439.9,1837.3,1224.8,612.42,0
