WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,626.8,192.8,15.59,95.67,647,144,1631,15.3,2.79,11.6,0.253,0.0772,0.507,0,0,0,0,0,0,0.398,0.18,0.14,0.18,0.25,0,0,0,3.7,0.18,0.76,0.24,41
1993,365,511.4,183.8,0,58.38,383.2,120.8,1106,12.1,3,9.08,0.319,0.104,0.596,2,35,0,0.0055,0.096,0,0.324,0.068,0.14,0.18,0.61,0.0055,37,0.10136986301369863,3.02,0.25,0.75,0.25,42.3
1994,365,129.5,58.79,0,14.79,174.9,61.78,378.1,5.51,2.86,2.47,0.577,0.283,1,116,54,0,0.32,0.15,0,0.0822,0,0,0.055,0.63,0.32,170,0.4657534246575342,3.04,0.52,0.45,0.55,23.5
1995,366,179.4,92.02,0,20.42,205.4,52.25,538.5,6.5,2.87,3.38,0.559,0.201,0.995,129,78,0,0.35,0.21,0,0.114,0,0,0.16,0.49,0.35,207,0.5671232876712329,3.12,0.44,0.52,0.48,27.6
1996,365,444.4,161.7,0,50.73,342.3,68.73,956.1,10.8,2.87,7.83,0.374,0.131,0.757,47,30,0,0.13,0.082,0,0.282,0.025,0.2,0.16,0.49,0.13,77,0.21095890410958903,2.97,0.27,0.72,0.28,41.1
1997,365,435,153.8,0,49.65,333.5,115,910,10.5,2.87,7.65,0.342,0.137,0.573,0,34,0,0,0.093,0,0.276,0.0082,0.14,0.21,0.64,0,34,0.09315068493150686,2.85,0.27,0.73,0.27,41.4
1998,365,703.6,192.8,0,80.32,579.5,100.2,1888,18.3,3.29,13.4,0.278,0.0784,0.519,5,33,0,0.014,0.09,0,0.446,0.21,0.15,0.18,0.45,0.014,38,0.10410958904109589,4.9,0.18,0.73,0.27,38.4
1999,366,608,192.8,19.61,69.21,470.4,150.6,1647,14.9,3.14,11,0.281,0.0717,0.461,0,0,0,0,0,0,0.386,0.12,0.11,0.22,0.56,0,0,0,3.9,0.21,0.74,0.26,40.8
2000,365,794.3,192.8,20.57,90.68,767.3,145.4,2341,24.2,4.05,15.6,0.25,0.0822,0.521,0,0,0,0,0,0,0.504,0.28,0.11,0.21,0.4,0,0,0,8.6,0.17,0.64,0.36,32.8
2001,365,359.4,107.5,0,41.03,299.3,102.4,644.4,9.44,3.05,6.3,0.373,0.194,0.703,27,55,0,0.074,0.15,0,0.228,0,0.036,0.28,0.61,0.074,82,0.22465753424657534,3.14,0.32,0.67,0.33,38.1
2002,365,454.9,175.1,0,51.93,346.7,89.03,1043,10.9,2.87,7.94,0.34,0.12,0.584,33,35,0,0.09,0.096,0,0.289,0.041,0.088,0.28,0.5,0.09,68,0.1863013698630137,2.96,0.26,0.73,0.27,41.7
2003,366,708,192.8,17.94,80.6,737.8,132.2,2905,23.3,3.93,14,0.271,0.0557,0.522,0,0,0,0,0,0,0.449,0.24,0.12,0.18,0.47,0,0,0,9.3,0.17,0.6,0.4,30.4
2004,365,334.4,114.7,0,38.17,281.3,95.32,679.9,8.87,2.95,5.81,0.383,0.184,0.755,33,44,0,0.09,0.12,0,0.212,0,0.044,0.28,0.59,0.09,77,0.21095890410958903,3.06,0.33,0.66,0.34,37.7
2005,365,567.6,192.1,0,64.8,413.2,73.72,1163,13,2.89,10,0.319,0.0935,0.705,39,3,0,0.11,0.0082,0,0.36,0.13,0.1,0.22,0.44,0.11,42,0.11506849315068493,3,0.22,0.77,0.23,43.7
2006,365,792.6,192.8,18.78,90.48,745.2,136.6,2127,23.5,3.99,15.6,0.26,0.0745,0.531,0,0,0,0,0,0,0.503,0.29,0.11,0.17,0.43,0,0,0,7.9,0.17,0.66,0.34,33.7
2007,366,739.1,192.8,0,84.14,574.1,168.6,1582,18.2,3.34,13.8,0.253,0.0818,0.505,0,8,0,0,0.022,0,0.469,0.21,0.12,0.2,0.47,0,8,0.021917808219178082,4.4,0.18,0.76,0.24,40.6
2008,365,654.9,192.8,0,74.76,499.3,141.8,1621,15.7,3.13,11.9,0.26,0.0777,0.484,0,10,0,0,0.027,0,0.415,0.15,0.12,0.25,0.49,0,10,0.0273972602739726,3.8,0.2,0.76,0.24,41.7
2009,365,796.4,192.8,18.2,90.91,799.7,154.7,2322,25.2,4.1,15.8,0.252,0.0788,0.532,0,0,0,0,0,0,0.505,0.29,0.1,0.19,0.42,0,0,0,9.4,0.16,0.63,0.37,31.6
2010,365,837.5,192.8,0,95.61,758.1,179,2241,23.9,3.93,16.5,0.25,0.0661,0.506,0,15,0,0,0.041,0,0.531,0.3,0.12,0.15,0.42,0,15,0.0410958904109589,7.4,0.16,0.69,0.31,35
2011,366,490.3,144.6,0,55.82,362.6,118.6,866.9,11.5,2.93,8.52,0.313,0.138,0.607,5,33,0,0.014,0.09,0,0.311,0,0.17,0.25,0.57,0.014,38,0.10410958904109589,2.98,0.25,0.74,0.26,42.6
2012,365,670.4,192.8,0,76.53,519.3,108.5,1741,16.4,3,12.4,0.272,0.0786,0.479,0,26,0,0,0.071,0,0.425,0.16,0.17,0.18,0.48,0,26,0.07123287671232877,4,0.18,0.76,0.24,40.9
2013,365,743.6,192.8,18.84,84.89,557.5,136.9,1595,17.6,3.15,13.6,0.248,0.0859,0.432,0,0,0,0,0,0,0.472,0.19,0.19,0.16,0.46,0,0,0,4,0.18,0.77,0.23,42.3
2014,365,539.3,159.5,0,61.56,389.1,125.4,921.3,12.3,2.87,9.41,0.296,0.116,0.574,0,17,0,0,0.047,0,0.342,0.027,0.22,0.18,0.57,0,17,0.04657534246575343,2.89,0.23,0.77,0.23,43.8
2015,366,608.9,192.8,0,69.32,447.6,103.3,1337,14.2,2.95,11.1,0.288,0.0969,0.504,0,23,0,0,0.063,0,0.386,0.14,0.12,0.21,0.53,0,23,0.06301369863013699,3.1,0.21,0.78,0.22,42.9
2016,365,735.4,192.8,15.4,83.95,716.8,122.4,2547,22.6,3.92,14.4,0.267,0.074,0.513,0,0,0,0,0,0,0.466,0.25,0.1,0.22,0.43,0,0,0,8.2,0.17,0.64,0.36,32.5
2017,365,797.3,192.8,0,91.02,711.9,190.8,2138,22.5,3.97,15.5,0.259,0.0692,0.506,0,12,0,0,0.033,0,0.506,0.27,0.096,0.24,0.39,0,12,0.03287671232876712,7,0.18,0.69,0.31,35.4
2018,365,313.5,95.56,0,35.79,273.7,87.39,551.4,8.63,3.02,5.47,0.411,0.181,0.824,51,51,0,0.14,0.14,0,0.199,0,0,0.26,0.6,0.14,102,0.27945205479452057,3.16,0.35,0.63,0.37,36.3
2019,366,681.2,192.8,0,77.55,659.9,73.99,2371,20.9,3.67,13.5,0.32,0.0625,0.703,48,10,0,0.13,0.027,0,0.432,0.25,0.099,0.15,0.38,0.13,58,0.1589041095890411,7.4,0.18,0.65,0.35,32.6
2020,365,833.9,192.8,0,95.2,672.9,153.6,1747,21.2,3.54,15.9,0.24,0.0847,0.495,0,10,0,0,0.027,0,0.529,0.27,0.15,0.2,0.38,0,10,0.0273972602739726,5.3,0.17,0.75,0.25,39.3
2021,365,664.2,192.8,19.08,75.82,480.5,157.9,1410,15.2,3.04,11.9,0.263,0.0981,0.456,0,0,0,0,0,0,0.421,0.15,0.14,0.2,0.51,0,0,0,3.3,0.2,0.78,0.22,43.7
2022,92,63.15,48.2,18.39,28.6,181.2,134.7,278.3,1.44,0.427,1.01,0.307,0.212,0.386,0,0,0,0,0,0,0.04,0,0,0,0.25,0,0,0,0.43,0.3,0.7,0.3,43.9
