WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,759.1,192.8,34.36,115.9,1474,225.6,3828,34.8,4.67,16.9,0.21,0.0552,0.464,0,0,0,0,0,0,0.481,0.36,0.099,0.19,0.096,0,0,0,17.9,0.13,0.49,0.51,21.8
1993,365,841.5,192.8,0,96.06,852.9,194.7,2839,26.9,4.23,16.8,0.249,0.065,0.489,0,4,0,0,0.011,0,0.534,0.3,0.13,0.23,0.34,0,4,0.010958904109589041,10.1,0.16,0.62,0.38,31.3
1994,365,468.9,180.1,0,53.53,357.7,117.9,1054,11.3,2.96,8.31,0.329,0.101,0.611,4,39,0,0.011,0.11,0,0.297,0.06,0.11,0.17,0.65,0.011,43,0.1178082191780822,2.99,0.26,0.74,0.26,41.5
1995,366,626.2,192.8,0,71.29,470.7,104,1465,14.9,2.95,11.5,0.286,0.0882,0.5,0,28,0,0,0.077,0,0.397,0.16,0.099,0.23,0.52,0,28,0.07671232876712329,3.4,0.2,0.77,0.23,42
1996,365,827.7,192.8,18.87,94.49,780.1,137,2324,24.6,3.99,16.4,0.253,0.0637,0.517,0,0,0,0,0,0,0.525,0.33,0.09,0.16,0.42,0,0,0,8.2,0.16,0.67,0.33,33.6
1997,365,807.7,192.8,0,92.21,689.4,190.3,2042,21.7,3.75,15.5,0.252,0.0725,0.51,0,11,0,0,0.03,0,0.512,0.28,0.12,0.19,0.42,0,11,0.030136986301369864,6.2,0.17,0.71,0.29,37.2
1998,365,873.1,192.8,19.59,99.67,1204,160.6,3849,38,5.26,19,0.235,0.0544,0.512,0,0,0,0,0,0,0.554,0.4,0.1,0.16,0.34,0,0,0,19,0.14,0.5,0.5,23
1999,366,808.3,192.8,25.65,92.02,877.4,211.7,3180,27.7,4.6,16.2,0.262,0.066,0.517,0,0,0,0,0,0,0.513,0.3,0.12,0.17,0.41,0,0,0,11.5,0.17,0.58,0.42,29.2
2000,365,857.4,192.8,0,97.88,1603,199.9,5244,50.6,5.95,20.3,0.23,0.0469,0.485,0,5,0,0,0.014,0,0.544,0.45,0.099,0.18,0.27,0,5,0.0136986301369863,30.3,0.12,0.4,0.6,16.9
2001,365,807.4,192.8,21.8,92.17,592.5,171.2,1465,18.7,3.55,14.8,0.255,0.0853,0.438,0,0,0,0,0,0,0.512,0.24,0.11,0.26,0.38,0,0,0,3.9,0.19,0.79,0.21,43.2
