WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,702.6,192.8,18.73,107.2,922.1,157.2,2452,21.7,3.72,14,0.255,0.0604,0.519,0,0,0,0,0,0,0.446,0.27,0.11,0.15,0.22,0,0,0,7.7,0.17,0.65,0.35,32.4
1993,365,644.7,192.8,0,73.6,474.5,146.6,1421,15,3.24,11.6,0.284,0.0908,0.503,0,7,0,0,0.019,0,0.409,0.15,0.12,0.2,0.53,0,7,0.019178082191780823,3.4,0.22,0.77,0.23,43
1994,365,201.1,79.41,0,22.95,209.3,80.65,472.8,6.6,2.87,3.52,0.486,0.226,0.893,78,38,0,0.21,0.1,0,0.128,0,0,0.15,0.64,0.21,116,0.3178082191780822,3.08,0.43,0.53,0.47,30.5
1995,366,290.7,128.1,0,33.1,264.5,63.48,744.6,8.37,2.87,5.29,0.452,0.147,0.819,79,67,0,0.22,0.18,0,0.184,0,0.096,0.15,0.54,0.22,146,0.4,3.08,0.34,0.63,0.37,34.7
1996,365,621.6,192.8,0,70.96,463.5,87.8,1487,14.6,2.99,11.2,0.299,0.0848,0.592,38,9,0,0.1,0.025,0,0.394,0.11,0.21,0.17,0.41,0.1,47,0.12876712328767123,3.4,0.2,0.77,0.23,42.6
1997,365,631.5,192.8,20.09,72.09,453.5,143,1403,14.3,2.91,11.2,0.267,0.0928,0.432,0,0,0,0,0,0,0.401,0.13,0.16,0.19,0.53,0,0,0,3.1,0.2,0.78,0.22,44.2
1998,365,820.7,192.8,16.89,93.68,814.7,126.4,2767,25.7,4.29,16.4,0.257,0.058,0.497,0,0,0,0,0,0,0.52,0.33,0.093,0.18,0.4,0,0,0,9.3,0.17,0.64,0.36,31.9
1999,366,706.8,192.8,0,80.46,667.8,180.2,2449,21.1,3.9,13.6,0.277,0.051,0.516,0,5,0,0,0.014,0,0.448,0.2,0.12,0.22,0.46,0,5,0.0136986301369863,7.5,0.18,0.64,0.36,33.5
2000,365,831.4,192.8,0,94.91,1026,176.1,3291,32.4,4.92,17.5,0.252,0.0623,0.527,0,9,0,0,0.025,0,0.527,0.33,0.13,0.18,0.36,0,9,0.024657534246575342,14.9,0.15,0.54,0.46,25.7
2001,365,504.1,144.6,0,57.55,374.6,132.6,872.1,11.8,3.12,8.69,0.317,0.143,0.543,0,18,0,0,0.049,0,0.32,0,0.17,0.22,0.61,0,18,0.049315068493150684,3.11,0.26,0.74,0.26,42.7
